city;neighbourhood;street;price;House No.;Flat No.;Area;Number of rooms;Floor;No. of floors;Build year;Building type;Heating system;Equipment;Building Energy Efficiency Class;Description;Additional premises;Additional Equipment;Security;Nearest kindergarten;Nearest educational institution;Nearest shop;Public transport stop;crime;Unique item number (RC number);Object
Vilnius;Justiniškės;Justiniškių g.;119 000 € (1 796 €/m²);;;66,24 m²;3;6;9;1983;Block house;Central;Fully equipped;;Has elevator Separate bathroom and WC Internet Cable television;Storeroom Balcony Cellar;Stove Bath;Steel doors Code door lock;250 m;250 m;200 m;150 m;13;;
Vilnius;Verkiai;Verkių g.;"Price decreased 4,5%
828 000 € (5 633 €/m²)";;;147 m²;3;4;4;2007;Brick;Central thermostat;Fully equipped;;High ceiling Private yard;Storeroom Terrace Parking space;Conditioner Furniture Fireplace Bath;Code door lock Video surveillance Guard;560 m;500 m;560 m;430 m;"102,90 €/month
~ 0,70 €/m²";;
Vilnius;Šnipiškės;Linkmenų g.;"Price increased 0,7%
141 000 € (5 036 €/m²)";19;27;28 m²;1;4;6;2022;Brick;Central thermostat;Fully equipped;;;;;;120 m;520 m;210 m;160 m;11;;
Vilnius;Senamiestis;Aušros Vartų g.;700 000 € (6 254 €/m²);;;111,92 m²;4;3;3;1940;Brick;Gas;Fully equipped;;Private entrance Two-floor flat Separate bathroom and WC Private yard Kitchen merged with room;Storeroom Balcony Closet;Washing machine Furniture Refrigerator Floor heating system Kitchen furniture Stove Dish washer Shower Bath;Steel doors Code door lock;60 m;210 m;180 m;130 m;29;1094-0024-6011;
Vilnius;Bajorai;Bajorų kel.;179 000 € (3 161 €/m²);11A;;56,62 m²;2;5;6;2016;Brick;Central thermostat;Fully equipped;A;Internet Cable television Kitchen merged with room;Balcony Closet;Washing machine Furniture Refrigerator Floor heating system Kitchen furniture Stove Dish washer Bath Recuperation;Steel doors Code door lock Video surveillance;130 m;1,4 km;190 m;100 m;1;;
Vilnius;Lazdynai;M. Mironaitės g.;188 000 € (3 189 €/m²);12;;58,96 m²;2;5;6;2008;Brick;Central;Fully equipped;;Private yard;Storeroom Balcony Parking space;Conditioner Furniture Refrigerator Floor heating system Kitchen furniture Stove Dish washer Bath;Video surveillance Guard;670 m;940 m;440 m;70 m;0;;
Vilnius;Naujamiestis;Vytenio g.;59 000 € (2 950 €/m²);10;;20 m²;1;2;4;1957;Brick;Central;Fully equipped;;High ceiling New electrical installation Private yard Internet Cable television Kitchen merged with room;Parking space;Refrigerator;Steel doors Code door lock;150 m;150 m;250 m;210 m;16;;
Vilnius;Fabijoniškės;Fabijoniškių g.;"Price decreased 3,2%
150 000 € (2 592 €/m²)";2;;57,86 m²;2;5;5;2000;Brick;Central thermostat;Fully equipped;;Private yard Internet Kitchen merged with room;Balcony Closet;Furniture Refrigerator Kitchen furniture Stove Bath;Steel doors Code door lock;300 m;150 m;250 m;110 m;"52,07 €/month
~ 0,90 €/m²";;
Vilnius;Naujoji Vilnia;Linksmoji g.;"Price decreased 1,1%
172 000 € (2 335 €/m²)";49;;73,65 m²;4;2;9;1987;Brick;Central;Fully equipped;G;Separate bathroom and WC New sewage system New electrical installation Cable television Kitchen merged with room;Balcony Cellar;Washing machine Furniture Refrigerator Kitchen furniture Stove Shower Bath;Steel doors Code door lock;700 m;530 m;290 m;170 m;"100,16 €/month
~ 1,36 €/m²";;
Vilnius;Naujoji Vilnia;Parko g.;115 000 € (1 756 €/m²);7;;65,5 m²;3;4;5;1973;Brick;Central;Fully equipped;;Separate bathroom and WC;Balcony Cellar;Washing machine Furniture Refrigerator Kitchen furniture Stove Bath;Steel doors Code door lock;20 m;130 m;140 m;50 m;10;;
Vilnius;Šnipiškės;Giedraičių g.;109 000 € (3 083 €/m²);15;;35,36 m²;2;1;1;1940 construction, 2017 renovation;Wooden house;Gas;Fully equipped;;Private entrance High ceiling Two-floor flat New sewage system New electrical installation Private yard Kitchen merged with room;Storeroom Terrace Attic;Washing machine Furniture Refrigerator Floor heating system Kitchen furniture Stove Shower;;80 m;380 m;230 m;210 m;21;;
Vilnius;Paupys;Krivūlės g.;349 000 € (6 036 €/m²);1C;;57,82 m²;3;1;5;2016;Brick;Gas;Fully equipped;;Has elevator High ceiling Two-floor flat Internet Cable television Kitchen merged with room;Storeroom Terrace Parking space;Conditioner Washing machine Furniture Refrigerator Kitchen furniture Stove Plastic pipes Dish washer Recuperation;Steel doors Code door lock;440 m;230 m;150 m;80 m;9;;
Vilnius;Paupys;Krivūlės g.;239 000 € (5 384 €/m²);1C;;44,39 m²;2;1;5;2016;Brick;Gas;Fully equipped;;Has elevator High ceiling Two-floor flat Internet Cable television Kitchen merged with room;Storeroom Terrace Parking space Closet;Washing machine Furniture Refrigerator Floor heating system Kitchen furniture Stove Plastic pipes Dish washer Shower Recuperation;Steel doors Code door lock;440 m;230 m;150 m;80 m;9;;
Vilnius;Pašilaičiai;Sviliškių g.;"Price decreased 1,4%
144 000 € (3 244 €/m²)";;;44,39 m²;2;5;5;2007;Brick;Central thermostat;Fully equipped;;New electrical installation Internet;Balcony Closet;Washing machine Furniture Refrigerator Floor heating system Kitchen furniture Stove Dish washer Shower Bath;Steel doors Code door lock;360 m;300 m;210 m;190 m;"31,96 €/month
~ 0,72 €/m²";;
Vilnius;Karoliniškės;Virginijaus Druskio g.;"Price increased 0,8%
63 400 € (3 170 €/m²)";3;63;20 m²;1;1;9;1970;Block house;Electric;Fully equipped;B;Private entrance New sewage system New electrical installation Internet Kitchen merged with room;;Washing machine Furniture Refrigerator Floor heating system Kitchen furniture Stove Recuperation;Steel doors;400 m;290 m;90 m;110 m;6;;
Vilnius;Naujamiestis;T. Ševčenkos g.;96 700 € (4 598 €/m²);21;;21,03 m²;1;3;4;2024;Brick;Central thermostat;Fully equipped;C;High ceiling Two-floor flat New sewage system New electrical installation Internet Kitchen merged with room;Storeroom Cellar;Washing machine Furniture Refrigerator Kitchen furniture Stove Plastic pipes;Steel doors Code door lock Video surveillance;190 m;120 m;270 m;190 m;16;;
Vilnius;Žirmūnai;Žirmūnų g.;129 000 € (2 633 €/m²);48;;49 m²;2;1;5;1966;Brick;Central;Fully equipped;;;;;;130 m;350 m;430 m;110 m;20;;
Vilnius;Žirmūnai;Žirmūnų g.;"Price decreased 4,4%
129 000 € (2 786 €/m²)";136;;46,3 m²;2;2;5;1968;Block house;Central;Fully equipped;A+;;Balcony Cellar;;;220 m;400 m;110 m;150 m;"46,30 €/month
~ 1,00 €/m²";;
Vilnius;Lazdynai;Erfurto g.;170 000 € (2 479 €/m²);5;;68,58 m²;2;2;9;2006;Brick;Central;Fully equipped;;Has elevator Internet Cable television;Balcony Terrace Parking space;Washing machine Furniture Refrigerator Kitchen furniture Stove Plastic pipes Dish washer Shower;Steel doors Code door lock;420 m;300 m;40 m;50 m;"69,95 €/month
~ 1,02 €/m²";;
Vilnius;Karoliniškės;Algimanto Petro Kavoliuko g.;"Price decreased 8%
115 000 € (1 742 €/m²)";;;66 m²;3;3;9;1975;Block house;Central;Fully equipped;;;;;;220 m;300 m;200 m;260 m;18;;
Vilnius;Žirmūnai;Žirmūnų g.;185 000 € (3 700 €/m²);47;;50 m²;3;1;5;1967 construction, 2016 renovation;Block house;Central;Fully equipped;;New sewage system New electrical installation Internet Kitchen merged with room;Balcony;Washing machine Furniture Refrigerator Floor heating system Kitchen furniture Stove Plastic pipes Dish washer Bath Recuperation;Steel doors Code door lock Video surveillance;260 m;170 m;260 m;170 m;"38,00 €/month
~ 0,76 €/m²";;
Vilnius;Pašilaičiai;Laisvės pr.;"Price decreased 0,9%
107 000 € (2 675 €/m²)";;;40 m²;2;2;5;2000;Brick;Gas;Fully equipped;;;;;;410 m;410 m;280 m;220 m;19;;
Vilnius;Senamiestis;Sluškų g.;518 000 € (7 618 €/m²);7;;68 m²;3;4;5;2008;Brick;Central thermostat;Fully equipped;;Has elevator;Balcony Parking space;;Steel doors Code door lock;770 m;120 m;580 m;240 m;"42,84 €/month
~ 0,63 €/m²";;
Vilnius;Justiniškės;Taikos g.;"Price decreased 4,3%
99 500 € (1 984 €/m²)";73;;50,15 m²;2;3;9;1983;Block house;Central;Fully equipped;;Has elevator Separate bathroom and WC;Storeroom Balcony Cellar Closet;Washing machine Furniture Refrigerator Kitchen furniture Stove Bath;Steel doors Code door lock;180 m;210 m;350 m;50 m;"60,18 €/month
~ 1,20 €/m²";;
Vilnius;Naujininkai;Dzūkų g.;72 500 € (2 417 €/m²);25;;30 m²;1;5;5;1967;Brick;Central;Fully equipped;;New sewage system New electrical installation;;Washing machine Furniture Refrigerator Bath;;120 m;360 m;160 m;80 m;"33,00 €/month
~ 1,10 €/m²";;
Vilnius;Baltupiai;Didlaukio g.;"Price decreased 3,3%
177 000 € (2 893 €/m²)";38;11;61,19 m²;3;4;5;1978 construction, 2016 renovation;Block house;Central;Fully equipped;;Separate bathroom and WC New sewage system Internet Cable television;Balcony;Washing machine Furniture Floor heating system Stove Dish washer Shower;Steel doors Code door lock;200 m;220 m;340 m;210 m;6;;
Vilnius;Markučiai;Kaukysos g.;"Price decreased 2,2%
219 900 € (4 886 €/m²)";4;;45,01 m²;2;4;6;2024;Brick;Central thermostat;Fully equipped;A+;Private yard Kitchen merged with room;Balcony;Conditioner Refrigerator Floor heating system Stove Dish washer Shower Recuperation;Steel doors Video surveillance;110 m;740 m;110 m;190 m;2;;
Vilnius;Lazdynėliai;Lietaus g.;"Price increased 2,1%
115 900 € (3 740 €/m²)";;;30,99 m²;1;4;4;2023;Brick;Central;Fully equipped;;;;;;390 m;1,6 km;260 m;210 m;0;;
Vilnius;Jeruzalė;Ateities g.;"Price decreased 3,9%
148 900 € (2 391 €/m²)";5;;62,27 m²;3;3;5;1985;Brick;Central;Fully equipped;;Private entrance Separate bathroom and WC New sewage system New electrical installation Internet Cable television Kitchen merged with room;Balcony Cellar Parking space Closet;Conditioner Washing machine Furniture Refrigerator Floor heating system Kitchen furniture Stove Dish washer Bath;Steel doors Code door lock;90 m;630 m;90 m;60 m;"75,35 €/month
~ 1,21 €/m²";;
Vilnius;Naujamiestis;Savanorių pr.;"Price decreased 2,2%
91 000 € (2 092 €/m²)";72;;43,5 m²;2;2;4;1962;Brick;Central;Fully equipped;;New electrical installation Private yard Kitchen merged with room;Storeroom Balcony Cellar;Washing machine Furniture Refrigerator Kitchen furniture Stove Bath;Alarm system Code door lock Video surveillance;110 m;160 m;260 m;100 m;15;;
Vilnius;Pašilaičiai;Laisvės pr.;299 999 € (1 181 €/m²);123;;254 m²;6;4;4;1997;Brick;Central thermostat;Fully equipped;;High ceiling Flat in an attic Two-floor flat Private yard Kitchen merged with room;Storeroom Balcony Cellar Parking space Attic Closet;Conditioner Washing machine Furniture Refrigerator Floor heating system Kitchen furniture Stove Fireplace Plastic pipes Dish washer Shower Bath;Steel doors Alarm system Code door lock Video surveillance;540 m;400 m;100 m;220 m;18;;
Vilnius;Fabijoniškės;Vėtrungių g.;"Price decreased 1,5%
133 000 € (2 608 €/m²)";107;;51 m²;2;10;14;2008;Block house;Central thermostat;Fully equipped;;;;;;590 m;890 m;340 m;60 m;6;;
Vilnius;Lazdynėliai;Lietaus g.;"Price increased 0,5%
195 000 € (3 197 €/m²)";8;;61 m²;3;2;4;2023;Brick;Central, central thermostat;Fully equipped;;;;;;520 m;1,4 km;180 m;140 m;"37,82 €/month
~ 0,62 €/m²";;
Vilnius;Valakampiai;Vaidilutės g.;408 900 € (4 987 €/m²);33B;;82 m²;3;1;2;2021;Brick;Gas;Fully equipped;A;Private entrance Two-floor flat Private yard Internet Cable television Kitchen merged with room;Terrace Parking space;Conditioner Washing machine Refrigerator Floor heating system Kitchen furniture Stove Dish washer Shower Bath Recuperation;Alarm system;930 m;540 m;870 m;70 m;1;;
Vilnius;Pilaitė;Juodkrantės g.;"Price decreased 6,3%
105 000 € (2 920 €/m²)";;;35,96 m²;1;1;4;2007;Brick;Central;Fully equipped;;;;Conditioner;;500 m;530 m;470 m;260 m;"35,60 €/month
~ 0,99 €/m²";;
Vilnius;Liepkalnis;Liepkalnio g.;"Price decreased 0,8%
131 000 € (2 505 €/m²)";28;;52,3 m²;2;4;5;1973;Brick;Central;Fully equipped;;Separate bathroom and WC New sewage system New electrical installation Internet Cable television;Balcony Cellar;Washing machine Bath;Steel doors Alarm system Code door lock;110 m;220 m;710 m;240 m;"62,24 €/month
~ 1,19 €/m²";;
Vilnius;Žirmūnai;Apkasų g.;"Price decreased 0,4%
128 500 € (2 888 €/m²)";3;;44,5 m²;2;4;5;1964;Block house;Central;Fully equipped;;;;;;160 m;270 m;60 m;90 m;14;;
Vilnius;Senamiestis;Pilies g.;"Price decreased 6,2%
330 000 € (4 691 €/m²)";;;70,34 m²;3;2;3;1940;Brick;Central;Fully equipped;;High ceiling Two-floor flat Private yard;;Washing machine Refrigerator Kitchen furniture Stove Fireplace Dish washer Shower;Code door lock;630 m;100 m;20 m;210 m;"95,66 €/month
~ 1,36 €/m²";;
Vilnius;Karoliniškės;Laisvės pr.;"Price decreased 0,5%
95 000 € (2 879 €/m²)";42;;33 m²;1;5;9;1974;Block house;Central;Fully equipped;;Has elevator New sewage system New electrical installation Internet Cable television;Balcony Cellar;Washing machine Furniture Refrigerator Kitchen furniture Stove Shower;Steel doors Code door lock;190 m;370 m;460 m;80 m;"37,95 €/month
~ 1,15 €/m²";;
Vilnius;Karoliniškės;Igno Šimulionio g.;890 000 € (4 045 €/m²);3;;220 m²;6;4;4;2015;Brick;Central thermostat;Fully equipped;A+;High ceiling Separate bathroom and WC Internet Cable television Kitchen merged with room;Storeroom Balcony Terrace Sauna Parking space Closet;Conditioner Washing machine Furniture Refrigerator Kitchen furniture Stove Fireplace Dish washer Shower Bath;Steel doors Alarm system Code door lock;620 m;110 m;260 m;400 m;9;;
Vilnius;Pilaitė;Tolminkiemio g.;127 000 € (1 924 €/m²);11;;66 m²;2;1;9;1994;Block house;Electric;Fully equipped;;Private entrance High ceiling Two-floor flat Internet Cable television;Storeroom;Conditioner Washing machine Furniture Refrigerator Kitchen furniture Stove Dish washer Shower;Alarm system;310 m;180 m;20 m;190 m;"90,42 €/month
~ 1,37 €/m²";;
Vilnius;Justiniškės;Rygos g.;128 000 € (1 883 €/m²);25;;67,99 m²;3;9;9;1984;Block house;Central;Fully equipped;;Has elevator Separate bathroom and WC;Balcony Cellar;Furniture;;290 m;430 m;150 m;240 m;"70,03 €/month
~ 1,03 €/m²";;
Vilnius;Naujamiestis;Naugarduko g.;"124 999 € (4 167 €/m²)
(interested in changing)";41;7;30 m²;2;3;4;1967 construction, 2023 renovation;Brick;Central thermostat;Fully equipped;;Has elevator Private entrance High ceiling New sewage system New electrical installation Private yard Internet Cable television Kitchen merged with room;Parking space;Conditioner Washing machine Furniture Refrigerator Kitchen furniture Stove Plastic pipes Dish washer Shower;Steel doors Code door lock;270 m;370 m;200 m;20 m;13;;
Vilnius;Pašilaičiai;Budiniškių g.;"Price decreased 0,8%
118 000 € (3 882 €/m²)";5;87;30,4 m²;1;4;5;2020;Block house;Central thermostat;Fully equipped;;Has elevator;;;;640 m;590 m;390 m;430 m;"13,07 €/month
~ 0,43 €/m²";;
Vilnius;Paneriai;Mūrinės Vokės g.;"Price decreased 2,7%
32 600 € (850 €/m²)";4;;38,36 m²;2;1;1;1940;Wooden house;Solid fuel;Fully equipped;;Private entrance New electrical installation;Storeroom Parking space Attic;Furniture Kitchen furniture Stove;Steel doors;1,6 km;2,3 km;660 m;320 m;0;;
Vilnius;Pašilaičiai;Gabijos g.;"Price decreased 1,5%
128 000 € (1 939 €/m²)";3;4;66 m²;3;1;7;1988;Block house;Central;Fully equipped;;Internet Cable television;Storeroom Balcony Cellar Closet;Washing machine Furniture Refrigerator Kitchen furniture Stove Plastic pipes Dish washer Bath;Steel doors Alarm system Code door lock;140 m;200 m;250 m;40 m;9;;
Vilnius;Senamiestis;Benediktinių g.;1 299 999 € (7 104 €/m²);;;183 m²;5;4;4;1940 construction, 2009 renovation;Brick;Electric, central thermostat;Fully equipped;;Has elevator High ceiling Flat in an attic Separate bathroom and WC New sewage system New electrical installation Internet Kitchen merged with room;Storeroom Cellar Parking space Closet;Conditioner Washing machine Furniture Refrigerator Floor heating system Kitchen furniture Stove Fireplace Dish washer Shower Bath Recuperation;Code door lock Video surveillance;220 m;200 m;250 m;260 m;24;;
Vilnius;Lazdynai;Architektų g.;"Price decreased 6,7%
112 000 € (1 755 €/m²)";206;;63,8 m²;3;5;5;1970;Block house;Central;Fully equipped;;Separate bathroom and WC Internet Cable television;Storeroom Balcony Cellar Parking space Closet;Furniture Refrigerator Kitchen furniture Bath;Steel doors Code door lock;50 m;120 m;190 m;130 m;"67,63 €/month
~ 1,06 €/m²";;
Vilnius;Karoliniškės;Virginijaus Druskio g.;"Price decreased 0,1%
67 900 € (2 829 €/m²)";3;;24 m²;2;1;10;1970;Monolithic;Electric;Fully equipped;B;Private entrance New sewage system New electrical installation Internet;;Washing machine Furniture Refrigerator Floor heating system Kitchen furniture Stove Shower Recuperation;Steel doors;400 m;290 m;90 m;110 m;6;;
Vilnius;Fabijoniškės;S. Stanevičiaus g.;"Price decreased 2,3%
129 900 € (1 934 €/m²)";;;67,18 m²;3;5;9;1988;Block house;Central;Fully equipped;;Has elevator Separate bathroom and WC;Storeroom Balcony Cellar Closet;Washing machine Furniture Refrigerator Kitchen furniture Stove Bath;Steel doors Code door lock;220 m;340 m;210 m;140 m;12;;
Vilnius;Fabijoniškės;Ateities g.;37 000 € (1 963 €/m²);23;;18,85 m²;1;6;6;1985;Brick;Central;Fully equipped;;;;;;600 m;350 m;430 m;130 m;"22,62 €/month
~ 1,20 €/m²";;Part of the appartment
Vilnius;Naujininkai;Šaltkalvių g.;64 900 € (3 135 €/m²);66;;20,7 m²;1;1;9;1972;Brick;Central;Fully equipped;;;;;;230 m;320 m;530 m;580 m;"31,26 €/month
~ 1,51 €/m²";;
Vilnius;Žvėrynas;Paribio g.;"Price decreased 3,7%
129 999 € (5 363 €/m²)";;;24,24 m²;1;2;7;2023;Monolithic;Central thermostat;Fully equipped;A+;;Balcony;Washing machine Furniture Refrigerator Floor heating system Kitchen furniture Stove Dish washer Shower Recuperation;Video surveillance;30 m;300 m;420 m;380 m;6;;
Vilnius;Pašilaičiai;Gabijos g.;149 000 € (2 483 €/m²);89;7;60,01 m²;2;3;4;2003;Block house;Central thermostat;Fully equipped;;;;;;230 m;360 m;240 m;280 m;17;;
Vilnius;Viršuliškės;Buivydiškių g.;"Price decreased 1%
98 900 € (2 909 €/m²)";36;;34 m²;2;3;5;1986 construction, 2022 renovation;Brick;Central thermostat;Fully equipped;A+;Has elevator High ceiling Two-floor flat New sewage system New electrical installation Kitchen merged with room;Cellar;Washing machine Furniture Refrigerator Kitchen furniture Stove Plastic pipes Shower;Steel doors Code door lock;220 m;350 m;250 m;90 m;6;;
Vilnius;Justiniškės;Rygos g.;162 000 € (2 880 €/m²);;;56,25 m²;2;7;9;2023;Brick;Central thermostat;Fully equipped;;;Terrace Parking space;Washing machine Furniture Refrigerator Kitchen furniture Stove Plastic pipes Dish washer Shower Recuperation;Steel doors Code door lock Video surveillance;180 m;360 m;110 m;210 m;9;;
Vilnius;Filaretai;Peteliškių g.;"Price decreased 1,3%
158 000 € (3 170 €/m²)";26;;49,84 m²;3;3;6;1981;Brick;Central;Fully equipped;;;Storeroom Balcony Cellar;;;600 m;230 m;140 m;210 m;1;;
Vilnius;Lazdynai;Architektų g.;"Price decreased 2,3%
127 000 € (1 570 €/m²)";172;;80,9 m²;4;4;5;1970;Block house;Central;Fully equipped;;;Balcony Cellar;;Steel doors Code door lock;230 m;80 m;210 m;200 m;"86,56 €/month
~ 1,07 €/m²";;
Vilnius;Žirmūnai;Šeimyniškių g.;"Price decreased 2,2%
489 000 € (4 794 €/m²)";21C;;102 m²;3;5;7;2003;Brick;Gas;Fully equipped;B;New sewage system New electrical installation Private yard Internet Cable television Kitchen merged with room;Storeroom Balcony Parking space Closet;Conditioner Washing machine Furniture Refrigerator Floor heating system Kitchen furniture Stove Dish washer Shower Bath Recuperation;Steel doors Alarm system Code door lock;500 m;390 m;240 m;290 m;13;;
Vilnius;Karoliniškės;Loretos Asanavičiūtės g.;"Price decreased 4,5%
105 000 € (2 303 €/m²)";44;;45,6 m²;2;12;12;1975;Block house;Central;Fully equipped;;Has elevator Separate bathroom and WC Internet;Storeroom Balcony;Washing machine Furniture Refrigerator Kitchen furniture Stove Dish washer Bath;Steel doors Code door lock;340 m;240 m;120 m;80 m;17;;
Vilnius;Senamiestis;M. Daukšos g.;"Price increased 1,7%
119 000 € (3 115 €/m²)";5;;38,2 m²;2;1;2;1940;Brick;Electric, gas;Not equipped;;Private entrance;;;;240 m;50 m;300 m;80 m;27;;
Vilnius;Naujamiestis;Savanorių pr.;135 000 € (3 038 €/m²);27;;44,44 m²;2;5;5;1962;Block house;Central;Fully equipped;;;Balcony Cellar Parking space;Washing machine Furniture Refrigerator Kitchen furniture Stove Shower;Steel doors Code door lock;320 m;200 m;70 m;100 m;"39,11 €/month
~ 0,88 €/m²";;
Vilnius;Pilaitė;M. Mažvydo g.;"Price decreased 2,3%
129 000 € (2 932 €/m²)
(interested in changing)";5;;44 m²;2;1;6;2008;Brick;Central thermostat;Fully equipped;B;High ceiling Internet Cable television Kitchen merged with room;Balcony;Washing machine Furniture Refrigerator Floor heating system Kitchen furniture Stove Dish washer Bath;Steel doors;220 m;220 m;160 m;280 m;5;;
Vilnius;Baltupiai;Juozo Balčikonio g.;233 170 € (3 500 €/m²);7;;66,62 m²;3;4;5;2012;Brick;Central thermostat;Fully equipped;B;Has elevator Separate bathroom and WC Private yard Kitchen merged with room;Balcony;Washing machine Furniture Refrigerator Kitchen furniture Stove Dish washer Bath;Steel doors Code door lock;250 m;700 m;230 m;140 m;4;;
Vilnius;Pilaitė;Karaliaučiaus g.;"Price decreased 1,5%
132 000 € (4 335 €/m²)";;;30,45 m²;1;4;4;2024;Block house;Central thermostat;Fully equipped;A++;Has elevator;Balcony Closet;Conditioner Washing machine Furniture Refrigerator Floor heating system Dish washer Recuperation;Steel doors;630 m;630 m;610 m;440 m;5;;
Vilnius;Lazdynėliai;Žaibo g.;230 000 € (3 731 €/m²);;;61,65 m²;3;2;4;2022;Brick;Central;Fully equipped;A+;New sewage system Private yard Internet Kitchen merged with room;Balcony Parking space;Washing machine Furniture Refrigerator Floor heating system Kitchen furniture Stove Dish washer Bath Recuperation;Steel doors Alarm system Code door lock Video surveillance;180 m;1,7 km;390 m;360 m;0;;
Vilnius;Pilaitė;I. Simonaitytės g.;"Price decreased 2,4%
239 000 € (2 723 €/m²)";2;;87,77 m²;3;4;4;2011;Brick;Central;Fully equipped;;Separate bathroom and WC Internet Cable television Kitchen merged with room;Balcony;Washing machine Furniture Refrigerator Floor heating system Kitchen furniture Stove Dish washer Bath;Steel doors Code door lock;250 m;250 m;390 m;360 m;5;;
Vilnius;Naujamiestis;Geležinio Vilko g.;77 000 € (2 265 €/m²);27;;34 m²;2;3;5;1977;Brick;Central;Fully equipped;;New sewage system Internet Cable television Kitchen merged with room;;Washing machine Furniture Refrigerator Kitchen furniture Stove Plastic pipes Shower;Steel doors Code door lock;440 m;80 m;270 m;130 m;18;;
Vilnius;Santariškės;Santariškių g.;"Price decreased 2%
149 000 € (3 794 €/m²)";57A;;39,27 m²;2;1;3;2007;Brick;Central;Fully equipped;;Private yard Internet Kitchen merged with room;Terrace;Washing machine Furniture Refrigerator Floor heating system Kitchen furniture Stove Shower Bath;Steel doors Alarm system Code door lock;120 m;2 km;290 m;80 m;"10,21 €/month
~ 0,26 €/m²";;
Vilnius;Naujamiestis;Pamėnkalnio g.;"Price decreased 5,1%
375 000 € (4 724 €/m²)";;;79,38 m²;3;4;4;1940;Brick;Gas;Fully equipped;;High ceiling Two-floor flat;;Washing machine Furniture Refrigerator Kitchen furniture Dish washer Bath;Code door lock;490 m;170 m;240 m;110 m;10;;
Vilnius;Valakampiai;Rukeliškių g.;"Price increased 4,3%
222 000 € (3 130 €/m²)";30;;70,93 m²;3;3;3;1983;Brick;Liquid;Fully equipped;;Internet;Cellar Parking space Closet;Washing machine Furniture Refrigerator Floor heating system Kitchen furniture Dish washer Shower;;1,5 km;590 m;1,6 km;420 m;0;;
Vilnius;Fabijoniškės;Fabijoniškių g.;"Price decreased 1,6%
124 500 € (3 683 €/m²)";5C;;33,8 m²;1;2;11;2016;Monolithic;Central thermostat;Fully equipped;;Has elevator New sewage system New electrical installation Internet Cable television Kitchen merged with room;Balcony;Conditioner Washing machine Furniture Refrigerator Kitchen furniture Stove Plastic pipes Shower;;120 m;280 m;150 m;210 m;"25,69 €/month
~ 0,76 €/m²";;
Vilnius;Šnipiškės;Kalvarijų g.;"275 000 € (3 354 €/m²)
(interested in changing)";4;;82 m²;4;2;2;1940;Brick;Gas;Fully equipped;;New sewage system New electrical installation Internet Cable television;;Washing machine Furniture Refrigerator Kitchen furniture Stove Plastic pipes Dish washer Shower Recuperation;Alarm system Code door lock;360 m;370 m;40 m;90 m;21;;
Vilnius;Senamiestis;Aukų g.;"Price increased 0,3%
344 000 € (2 940 €/m²)";3;;117 m²;4;2;4;1936;Brick;Central;Fully equipped;;High ceiling Two-floor flat New sewage system Internet;Storeroom Balcony Cellar;Washing machine Furniture Refrigerator Kitchen furniture Stove Plastic pipes Dish washer Bath;Code door lock;570 m;90 m;150 m;80 m;"107,64 €/month
~ 0,92 €/m²";;
Vilnius;Antakalnis;Antakalnio g.;"Price increased 3,2%
98 000 € (2 722 €/m²)";;22;36 m²;2;1;5;1963;Brick;Central;Fully equipped;;Internet Cable television Kitchen merged with room;Cellar;Washing machine Refrigerator Kitchen furniture Stove Bath;;180 m;460 m;300 m;60 m;"46,80 €/month
~ 1,30 €/m²";;
Vilnius;Žvėrynas;Elnių g.;187 000 € (3 726 €/m²);27;;50,19 m²;2;7;8;2001;Brick;Central thermostat;Fully equipped;;;;;;110 m;410 m;390 m;340 m;"26,10 €/month
~ 0,52 €/m²";;
Vilnius;Justiniškės;Rygos g.;149 000 € (3 139 €/m²);46;46;47,46 m²;2;5;6;2020;Brick;Central;Fully equipped;;Has elevator Kitchen merged with room;Balcony Parking space;Conditioner Washing machine Furniture Refrigerator Kitchen furniture Stove Dish washer Bath;Steel doors Code door lock;220 m;320 m;200 m;230 m;"27,05 €/month
~ 0,57 €/m²";;
Vilnius;Lazdynėliai;Žaros g.;"Price decreased 5%
152 000 € (3 080 €/m²)";3C;;49,35 m²;2;3;3;2015;Brick;Gas;Fully equipped;;;;;;670 m;1,1 km;460 m;360 m;0;;
Vilnius;Burbiškės;Burbiškių g.;"Price decreased 3,2%
306 200 € (4 994 €/m²)";6B;;61,31 m²;3;4;4;2021;Brick;Gas;Fully equipped;A+;Private yard;Terrace;Furniture;;680 m;600 m;750 m;930 m;1;;
Vilnius;Naujoji Vilnia;Pramonės g.;59 000 € (2 107 €/m²);107;;28 m²;1;4;4;1970 construction, 2019 renovation;Brick;Electric;Fully equipped;;High ceiling Internet;Parking space;Washing machine Furniture Refrigerator Floor heating system Kitchen furniture Stove;Steel doors Video surveillance;480 m;640 m;780 m;250 m;1;;
Vilnius;Lazdynai;Architektų g.;"Price decreased 0,4%
115 000 € (1 840 €/m²)";86;;62,5 m²;3;5;12;1971;Block house;Central;Fully equipped;;Separate bathroom and WC New sewage system New electrical installation;Storeroom Balcony;Washing machine Furniture Refrigerator Kitchen furniture Stove Shower;Steel doors Code door lock;310 m;290 m;200 m;110 m;"61,88 €/month
~ 0,99 €/m²";;
